Price,Boat Type,Type,Material,Location,Number of views last 7 days,Year Built,Width,Length,Manufacturer,Currency,is European
889000.0,Mega Yacht,"Used boat,Diesel",GRP,Greece,99,2011,4.0,15.3,Albatro power boats,EUR,European
885450.0,Motor Yacht,new boat from stock,GRP,Netherlands,195,2003,4.75,17.51,Azimut power boats,EUR,European
880000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,317,2006,4.76,18.12,Princess power boats,EUR,European
880000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,92,2002,4.7,15.5,Pacific power boats,EUR,European
885000.0,Motor Yacht,"Used boat,Diesel",GRP,Greece,248,2019,2.5,7.9,Marian power boats,EUR,European
880000.0,Motor Yacht,"Used boat,Diesel",GRP,Montenegro,148,2005,4.65,17.67,Princess power boats,EUR,Not European
880000.0,Motor Yacht,"Used boat,Diesel",Steel,Spain,119,1988,5.75,21.69,Cantieri di Pisa power boats,EUR,European
879000.0,Motor Yacht,"Used boat,Diesel",GRP,France,69,2013,3.99,13.72,Sessa power boats,EUR,European
879000.0,Motor Yacht,"Used boat,Diesel",GRP,France,19,2007,4.94,18.51,Dalla Pieta power boats,EUR,European
950000.0,Classic,"Used boat,Diesel",GRP,Switzerland,26,2005,4.72,15.18,Riviera power boats,CHF,Not European
799950.0,Flybridge,"Used boat,Diesel",GRP,Spain,59,2007,4.89,16.18,Riviera power boats,Â£,European
799950.0,Flybridge,"new boat from stock,Diesel",PVC,United,65,2013,3.99,13.85,Sessa power boats,Â£,Not European
799800.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,54,2004,4.72,16.4,Ocean Alexander power boats,Â£,European
862705.0,Sport Boat,"new boat from stock,Diesel",GRP,Switzerland,91,2020,4.11,11.66,Integrity power boats,EUR,Not European
860000.0,Motor Yacht,Used boat,GRP,Croatia,57,2006,4.8,16.4,Elegance power boats,EUR,European
860000.0,Flybridge,"Used boat,Diesel",GRP,Spain,67,2008,4.75,16.21,Rodman power boats,EUR,European
850000.0,Flybridge,"Used boat,Diesel",GRP,Italy,86,2014,3.85,12.98,Nord Star power boats,EUR,European
850000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,66,2012,4.37,15.72,BÃ©nÃ©teau power boats,EUR,European
850000.0,Hardtop,"Used boat,Diesel",GRP,Italy,45,2017,3.97,12.64,Prestige Yachts power boats,EUR,European
850000.0,Motor Yacht,"Used boat,Diesel",GRP,Turkey,79,2017,3.97,12.64,Prestige Yachts power boats,EUR,Not European
850000.0,Passenger boat,"Used boat,Diesel",Steel,Netherlands,86,2007,4.53,16.25,Belliure power boats,EUR,European
850000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,149,2010,4.41,14.33,Fiart Mare power boats,EUR,European
850000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,54,2010,4.65,16.4,Atlantis power boats,EUR,European
850000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,59,2003,5.08,20.33,Princess power boats,EUR,European
850000.0,Flybridge,Used boat,GRP,Croatia,65,2010,4.62,15.7,Altair power boats,EUR,European
849000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,54,2010,4.5,15.2,Cantieri Estensi power boats,EUR,European
849000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,46,2004,4.7,17.73,Pershing power boats,EUR,European
849000.0,Hardtop,"Used boat,Diesel",GRP,Croatia,47,2001,5.2,19.6,Sunseeker power boats,EUR,European
849000.0,Flybridge,"Used boat,Diesel",GRP,France,63,2007,4.8,17.4,Aicon power boats,EUR,European
849000.0,Flybridge,Used boat,GRP,Croatia,92,2005,4.6,18.2,Princess power boats,EUR,European
849000.0,Motor Yacht,Used boat,GRP,Croatia,79,2020,3.59,11.47,Jeanneau power boats,EUR,European
849000.0,Trawler,"Used boat,Diesel",Steel,Netherlands,62,2001,4.6,14.7,Belliure power boats,EUR,European
849000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,64,2007,4.76,16.26,Galeon power boats,EUR,European
849000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,111,2014,4.3,12.85,Linssen power boats,EUR,European
849000.0,Flybridge,"Used boat,Diesel",GRP,Italy,149,2009,4.35,15.56,Atlantis power boats,EUR,European
766999.0,Hardtop,"Used boat,Diesel",PVC,Ireland,111,2014,4.41,13.22,Bavaria power boats,Â£,European
840000.0,Hardtop,Used boat,GRP,Croatia,168,2013,3.87,12.9,Sunseeker power boats,EUR,European
840000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,612,2001,5.2,21.81,Sunseeker power boats,EUR,European
840000.0,Passenger boat,"Used boat,Diesel",Steel,Netherlands,36,2013,3.9,12.92,Sunseeker power boats,EUR,European
765000.0,Motor Yacht,"Used boat,Diesel",GRP,Turkey,81,2010,3.99,12.75,Princess power boats,Â£,Not European
839000.0,Hardtop,"Used boat,Diesel",GRP,Germany,1461,2010,3.98,13.86,Princess power boats,EUR,European
838000.0,Flybridge,"Used boat,Diesel",PVC,Monaco,206,2014,4.06,13.82,Cranchi power boats,EUR,Not European
810000.0,Motor Yacht,"new boat from stock,Diesel",PVC,France,102,2015,4.21,11.95,Bavaria power boats,EUR,European
800000.0,Flybridge,"Used boat,Diesel",GRP,Italy,86,2005,4.38,15.24,Pershing power boats,EUR,European
800000.0,Flybridge,"Used boat,Diesel",GRP,Portugal,37,2007,4.62,14.67,Uniesse power boats,EUR,European
800000.0,Flybridge,Used boat,GRP,Italy,79,2019,3.99,13.29,Bavaria power boats,EUR,European
800000.0,Motor Yacht,Used boat,GRP,Malta,86,2008,4.52,14.46,Azimut power boats,EUR,European
800000.0,Motor Yacht,"new boat from stock,Unleaded",GRP,Italy,159,2014,4.1,13.93,Jeanneau power boats,EUR,European
800000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,187,1968,3.5,9.6,Swiss Craft power boats,EUR,European
800000.0,Trawler,"Used boat,Diesel",GRP,France,94,1999,4.59,17.68,Sunseeker power boats,EUR,European
799900.0,Flybridge,"Used boat,Diesel",Aluminium,Greece,90,2016,3.96,12.02,Cranchi power boats,EUR,European
799000.0,Flybridge,"Used boat,Diesel",GRP,Turkey,26,2008,4.5,15.37,Atlantis power boats,EUR,Not European
799000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,74,2017,3.99,13.41,Cranchi power boats,EUR,European
799000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,53,2009,4.19,13.72,Princess power boats,EUR,European
799000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,67,2007,4.8,16.85,Aicon power boats,EUR,European
799000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,109,2010,3.99,13.56,Princess power boats,EUR,European
799000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,62,2012,4.41,13.83,Bavaria power boats,EUR,European
799000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,41,2016,3.99,13.45,BÃ©nÃ©teau power boats,EUR,European
799000.0,Flybridge,"Used boat,Diesel",GRP,Greece,69,2008,4.9,17.45,Aicon power boats,EUR,European
795000.0,Trawler,Used boat,Steel,Netherlands,79,2015,4.25,13.88,BÃ©nÃ©teau power boats,EUR,European
795000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,43,2004,4.5,16.4,Uniesse power boats,EUR,European
795000.0,Flybridge,"Used boat,Diesel",PVC,Monaco,68,2009,4.3,14.33,Sunseeker power boats,EUR,Not European
795000.0,Motorsailer,"Used boat,Diesel",Steel,Turkey,34,2019,3.95,11.6,Jeanneau power boats,EUR,Not European
795000.0,Hardtop,Used boat,Steel,Netherlands,41,2006,4.5,14.99,van der Heijden power boats,EUR,European
795000.0,Motor Yacht,"Used boat,Diesel",Aluminium,Netherlands,398,2011,4.35,13.9,Linssen power boats,EUR,European
790000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,72,2004,4.9,17.36,Rodman power boats,EUR,European
790000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,127,2007,4.55,15.51,Azimut power boats,EUR,European
790000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,47,2019,3.87,12.67,BÃ©nÃ©teau power boats,EUR,European
790000.0,Flybridge,Used boat,GRP,Croatia,67,2016,3.87,12.67,BÃ©nÃ©teau power boats,EUR,European
790000.0,Motor Yacht,"Used boat,Diesel",GRP,Greece,77,2018,3.62,9.86,Jeanneau power boats,EUR,European
790000.0,Flybridge,"Used boat,Diesel",GRP,Italy,228,2016,4.1,13.79,Jeanneau power boats,EUR,European
790000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,110,2013,4.22,12.63,Fairline power boats,EUR,European
790000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,172,2016,4.28,13.9,Astondoa power boats,EUR,European
769000.0,Flybridge,"Used boat,Diesel",GRP,Netherlands,57,2012,4.3,14.9,Azimut power boats,EUR,European
699000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,1780,2016,3.96,13.15,BÃ©nÃ©teau power boats,Â£,European
695000.0,Flybridge,"Used boat,Diesel",GRP,United,115,2012,3.9,13.01,Princess power boats,Â£,Not European
760400.0,Motor Yacht,"new boat from stock,Diesel",GRP,United,76,2020,3.75,11.96,Greenline power boats,EUR,Not European
760000.0,Flybridge,"Used boat,Diesel",GRP,Italy,23,2020,3.58,11.46,Jeanneau power boats,EUR,European
759432.0,Motor Yacht,"new boat from stock,Diesel",GRP,France,60,1997,5.18,20.0,Fairline power boats,EUR,European
750000.0,Hardtop,Used boat,GRP,Italy,87,2008,4.7,16.1,Carnevali power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,47,2011,4.33,15.3,Cranchi power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,145,2018,3.55,12.05,Marex power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,67,2003,4.85,16.36,Riviera power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,92,1990,6.5,25.18,Canados power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,97,2014,4.47,14.82,Sea Ray power boats,EUR,European
750000.0,Flybridge,Used boat,GRP,Netherlands,102,2002,5.08,19.93,Princess power boats,EUR,European
750000.0,Flybridge,"Used boat,Diesel",GRP,Italy,142,1994,4.55,15.2,Storebro power boats,EUR,European
750000.0,Flybridge,"Used boat,Diesel",GRP,Italy,255,2009,4.29,14.99,Sunseeker power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Turkey,108,2008,4.3,14.99,Sunseeker power boats,EUR,Not European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,137,2010,5.0,15.95,Menorquin power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,66,2012,4.28,14.65,Cantieri di Sarnico power boats,EUR,European
750000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,140,1965,2.1,5.8,Boesch power boats,EUR,European
750000.0,Motor Yacht,Used boat,GRP,Netherlands,89,2008,3.0,10.2,Ocean Master (US) power boats,EUR,European
750000.0,Motor Yacht,Used boat,GRP,Netherlands,571,2020,3.5,10.9,Erman Yachting power boats,EUR,European
749999.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,106,2001,4.75,17.51,Azimut power boats,EUR,European
749500.0,Motor Yacht,Used boat,GRP,Sweden,389,1997,5.28,19.46,Fairline power boats,EUR,European
810000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,64,2007,4.6,15.65,Ferretti power boats,CHF,European
749000.0,Trawler,Used boat,Steel,Netherlands,103,2005,4.22,15.7,Fairline power boats,EUR,European
749000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,142,2019,3.85,11.99,Sealine power boats,EUR,European
749000.0,Flybridge,"Used boat,Diesel",PVC,France,69,2006,4.5,15.8,van der Heijden power boats,EUR,European
749000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,48,2004,4.8,16.5,Elegance power boats,EUR,European
749000.0,Hardtop,"Used boat,Diesel",GRP,Spain,94,2008,4.35,14.35,Ferretti power boats,EUR,European
720000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,105,2008,4.3,18.45,Conam power boats,EUR,European
720000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,56,2006,3.99,14.78,Fairline power boats,EUR,European
719000.0,Flybridge,"Used boat,Diesel",PVC,France,96,2017,3.95,11.7,Bavaria power boats,EUR,European
715000.0,Motor Yacht,"Used boat,Diesel",GRP,Portugal,37,2017,3.84,11.43,Jeanneau power boats,EUR,European
715000.0,Mega Yacht,"Used boat,Diesel",GRP,Portugal,149,2012,4.5,13.5,Jetten power boats,EUR,European
700000.0,Flybridge,"Used boat,Diesel",GRP,Italy,95,2008,4.39,15.45,Fiart Mare power boats,EUR,European
700000.0,Hardtop,Used boat,GRP,Italy,50,2005,4.8,16.85,Aicon power boats,EUR,European
700000.0,Flybridge,"Used boat,Diesel",GRP,Portugal,138,2019,3.8,10.0,Sasga Yachts power boats,EUR,European
700000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,103,2008,4.39,15.45,Fiart Mare power boats,EUR,European
700000.0,Flybridge,"Used boat,Diesel",PVC,France,35,2001,4.72,17.07,Sunseeker power boats,EUR,European
700000.0,Working Boat,"Used boat,Diesel",Steel,Netherlands,220,2021,3.5,10.31,Sealine power boats,EUR,European
699900.0,Flybridge,"Used boat,Diesel",GRP,Croatia,76,2003,4.62,18.19,Princess power boats,EUR,European
699000.0,Motor Yacht,"Display Model,Diesel",GRP,Spain,201,2008,4.18,13.42,Princess power boats,EUR,European
699000.0,Flybridge,Diesel,GRP,Germany,107,2007,2.8,9.92,Riva power boats,EUR,European
699000.0,Hardtop,Used boat,GRP,Spain,25,2007,4.4,14.8,Rizzardi power boats,EUR,European
699000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,74,2014,4.0,11.92,BÃ©nÃ©teau power boats,EUR,European
699000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,101,2007,4.8,17.4,Aicon power boats,EUR,European
698000.0,Flybridge,"Used boat,Diesel",PVC,Monaco,66,2012,4.14,13.35,Di Donna power boats,EUR,Not European
698000.0,Flybridge,"Used boat,Diesel",GRP,Spain,52,2007,4.7,13.21,Apreamare power boats,EUR,European
698000.0,Motor Yacht,"Used boat,Diesel",PVC,France,108,2005,4.5,16.2,Uniesse power boats,EUR,European
695000.0,Motor Yacht,Used boat,GRP,Netherlands,103,2004,4.6,16.2,Uniesse power boats,EUR,European
695000.0,Flybridge,"Used boat,Diesel",GRP,Ukraine,272,2008,4.5,16.0,Sessa power boats,EUR,Not European
695000.0,Motor Yacht,Used boat,GRP,Netherlands,59,2016,3.85,11.5,BÃ©nÃ©teau power boats,EUR,European
695000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,40,2020,3.59,11.47,Jeanneau power boats,EUR,European
695000.0,Motor Yacht,"Used boat,Diesel",PVC,France,94,2019,3.53,11.7,Cranchi power boats,EUR,European
695000.0,Hardtop,"Used boat,Diesel",GRP,Spain,380,2017,3.5,11.33,Nimbus power boats,EUR,European
695000.0,Motor Yacht,"Used boat,Diesel",GRP,France,45,2003,4.3,15.7,Fairline power boats,EUR,European
695000.0,Motor Yacht,Used boat,Aluminium,Netherlands,45,2007,4.9,17.39,Rodman power boats,EUR,European
695000.0,Motor Yacht,Used boat,GRP,Netherlands,55,2006,4.62,14.67,Uniesse power boats,EUR,European
680000.0,Flybridge,"Used boat,Diesel",GRP,Italy,75,2008,4.4,14.8,Rizzardi power boats,EUR,European
680000.0,Flybridge,"Used boat,Diesel",GRP,Italy,76,2010,4.27,14.63,Rizzardi power boats,EUR,European
680000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,123,2005,4.27,16.22,Fairline power boats,EUR,European
680000.0,Mega Yacht,"Used boat,Diesel",GRP,Italy,62,2019,3.62,11.62,Jeanneau power boats,EUR,European
680000.0,Sport Boat,"Used boat,Diesel",GRP,Italy,92,2019,3.49,10.99,Greenline power boats,EUR,European
680000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,48,2007,4.5,15.6,Intermare power boats,EUR,European
679900.0,Passenger boat,Diesel,Steel,Germany,115,2014,4.0,12.9,Sessa power boats,EUR,European
679000.0,Motor Yacht,"Used boat,Diesel",GRP,France,67,2006,4.6,16.4,Astondoa power boats,EUR,European
678300.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,140,1993,5.0,18.6,Neptunus power boats,EUR,European
675000.0,Flybridge,"Used boat,Diesel",PVC,France,139,2006,5.0,15.0,Menorquin power boats,EUR,European
675000.0,Flybridge,"Used boat,Unleaded",PVC,France,150,2002,4.0,16.0,Ferretti power boats,EUR,European
675000.0,Flybridge,"Used boat,Diesel",PVC,France,123,2017,3.48,11.75,Galeon power boats,EUR,European
674999.0,Flybridge,"Used boat,Diesel",PVC,France,104,1973,5.0,20.1,Baglietto power boats,EUR,European
671154.0,Flybridge,"new boat from stock,Diesel",GRP,Switzerland,161,2008,4.0,14.97,Sunseeker power boats,EUR,Not European
670000.0,Flybridge,"Used boat,Diesel",PVC,France,108,2009,4.45,15.38,Atlantis power boats,EUR,European
670000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,66,2002,4.93,17.75,Ferretti power boats,EUR,European
670000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,84,2001,4.45,14.95,Smelne power boats,EUR,European
670000.0,Flybridge,"Used boat,Diesel",GRP,Italy,46,2017,3.95,11.85,Ijlstervlet power boats,EUR,European
669000.0,Motor Yacht,"Used boat,Diesel",GRP,Montenegro,33,2017,3.0,11.0,Jeanneau power boats,EUR,Not European
661870.0,Trawler,new boat from stock,GRP,Netherlands,75,2004,4.18,14.9,Rapsody power boats,EUR,European
659000.0,Flybridge,"Used boat,Diesel",GRP,France,110,2011,4.48,14.33,Sealine power boats,EUR,European
659000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,77,2008,4.28,14.9,Sessa power boats,EUR,European
711541.0,Sport Boat,"new boat from stock,Diesel",GRP,Switzerland,94,2020,4.26,12.75,Delphia power boats,CHF,Not European
600000.0,Trawler,Used boat,Steel,United,418,2020,3.3,9.99,Marex power boats,Â£,Not European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,82,2006,4.18,14.78,Pershing power boats,Â£,European
657000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,72,1998,4.6,17.98,Sunseeker power boats,EUR,European
656920.0,Motor Yacht,Used boat,GRP,Netherlands,210,2000,4.75,14.95,Linssen power boats,EUR,European
4875000.0,Motor Yacht,"new boat from stock,Diesel",GRP,Denmark,76,1995,4.82,19.0,President power boats,DKK,European
655000.0,Trawler,"Used boat,Diesel",GRP,France,110,2005,4.54,17.0,Sunseeker power boats,EUR,European
595000.0,Flybridge,"Used boat,Diesel",GRP,Greece,43,2007,4.0,11.9,Bertram power boats,Â£,European
649000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,143,2011,4.05,12.35,Azimut power boats,EUR,European
649000.0,Sport Boat,"Used boat,Unleaded",PVC,Spain,57,2003,4.46,16.61,Sunseeker power boats,EUR,European
649000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,65,2007,4.76,16.26,Galeon power boats,EUR,European
649000.0,Motor Yacht,"Used boat,Diesel",GRP,Netherlands,120,2003,4.57,18.64,Sunseeker power boats,EUR,European
649000.0,Hardtop,"Used boat,Diesel",GRP,Italy,80,2001,4.6,17.37,Sunseeker power boats,EUR,European
649000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,41,2007,4.3,14.02,Astondoa power boats,EUR,European
649000.0,Motor Yacht,Used boat,GRP,Finland,206,2018,4.25,11.99,Greenline power boats,EUR,European
649000.0,Flybridge,"Used boat,Diesel",GRP,Turkey,314,1999,5.5,18.0,Azimut power boats,EUR,Not European
645000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,121,2008,4.8,17.66,AICON Yachts power boats,EUR,European
645000.0,Flybridge,"Used boat,Diesel",GRP,Italy,160,2008,4.01,14.7,Princess power boats,EUR,European
645000.0,Flybridge,"Used boat,Diesel",GRP,Greece,130,2009,4.3,14.96,Sunseeker power boats,EUR,European
645000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,107,2009,3.99,11.88,Sessa power boats,EUR,European
643440.0,Motor Yacht,"new boat on order,Diesel",PVC,France,75,2018,3.96,11.0,BÃ©nÃ©teau power boats,EUR,European
643145.0,Motor Yacht,"new boat from stock,Diesel",GRP,Finland,31,2012,4.25,12.17,BÃ©nÃ©teau power boats,EUR,European
585000.0,Motor Yacht,"Used boat,Diesel",GRP,United,109,2002,4.1,15.5,Egemar power boats,Â£,Not European
585000.0,Hardtop,"Used boat,Diesel",GRP,United,162,2002,4.1,15.5,Rapsody power boats,Â£,Not European
640000.0,Center console boat,"Used boat,Diesel",GRP,France,128,2020,3.5,10.31,Sealine power boats,EUR,European
640000.0,Passenger boat,"Used boat,Diesel",Steel,Netherlands,95,2020,3.96,11.29,BÃ©nÃ©teau power boats,EUR,European
639000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,508,2017,3.2,10.5,Sea Ray power boats,EUR,European
579950.0,Motor Yacht,"Used boat,Diesel",GRP,United,248,2020,3.35,10.9,Galeon power boats,Â£,Not European
575000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,103,2009,3.99,14.35,Princess power boats,Â£,European
630000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,67,2009,3.99,14.35,Princess power boats,EUR,European
630000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,230,2020,3.22,9.46,Marex power boats,EUR,European
630000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,63,2003,5.0,15.95,Menorquin power boats,EUR,European
630000.0,Flybridge,"Used boat,Diesel",PVC,France,39,2004,4.56,16.67,Rose Island power boats,EUR,European
629000.0,Motor Yacht,"Used boat,Diesel",GRP,Netherlands,42,2014,4.2,15.2,Giorgi power boats,EUR,European
629000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,287,2012,4.43,14.63,Elan power boats,EUR,European
629000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,34,2006,5.0,15.95,Menorquin power boats,EUR,European
625000.0,Hardtop,"Used boat,Diesel",GRP,Spain,89,2012,7.62,13.72,Lagoon power boats,EUR,European
625000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,113,2017,5.11,11.01,Fountaine Pajot power boats,EUR,European
625000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,90,2007,4.65,17.0,Cayman power boats,EUR,European
600000.0,Motor Yacht,"Used boat,Diesel",GRP,Greece,116,2009,4.3,14.97,Sunseeker power boats,EUR,European
600000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,83,2008,4.14,14.75,Pershing power boats,EUR,European
600000.0,Hardtop,"Used boat,Diesel",GRP,Portugal,45,1996,5.3,21.63,Posillipo power boats,EUR,European
600000.0,Flybridge,"Used boat,Diesel",GRP,Italy,50,2002,4.7,15.4,Ferretti power boats,EUR,European
600000.0,Hardtop,Used boat,GRP,Italy,74,2002,4.48,15.99,Princess power boats,EUR,European
600000.0,Trawler,"Used boat,Diesel",Steel,Turkey,132,2013,4.25,13.88,BÃ©nÃ©teau power boats,EUR,Not European
600000.0,Motor Yacht,"Used boat,Diesel",GRP,Greece,203,2020,3.99,13.29,Bavaria power boats,EUR,European
600000.0,Passenger boat,"Used boat,Diesel",Steel,Netherlands,249,2020,3.32,10.56,Jeanneau power boats,EUR,European
600000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,237,2007,4.58,15.67,Sealine power boats,EUR,European
600000.0,Mega Yacht,"Used boat,Diesel",GRP,Italy,95,2007,4.22,13.11,Azimut power boats,EUR,European
599000.0,Mega Yacht,"Used boat,Diesel",GRP,Croatia,94,2005,4.35,14.0,Aquanaut power boats,EUR,European
599000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,73,2019,3.85,12.67,BÃ©nÃ©teau power boats,EUR,European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,33,2012,4.25,13.88,BÃ©nÃ©teau power boats,EUR,European
599000.0,Flybridge,"Used boat,Diesel",GRP,France,66,2005,4.55,16.2,Azimut power boats,EUR,European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,111,2019,2.6,9.0,Performance power boats,EUR,European
599000.0,Passenger boat,"Used boat,Diesel",Steel,Netherlands,29,2004,4.7,16.69,Pershing power boats,EUR,European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,193,2004,4.7,16.7,Pershing power boats,EUR,European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,53,2020,3.32,10.5,Jeanneau power boats,EUR,European
599000.0,Flybridge,"Used boat,Diesel",GRP,Spain,195,2010,4.0,13.56,Princess power boats,EUR,European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,106,2000,4.59,18.65,Sunseeker power boats,EUR,European
599000.0,Flybridge,"new boat from stock,Diesel",GRP,Germany,122,2005,4.55,15.99,Azimut power boats,EUR,European
599000.0,Hardtop,"Used boat,Diesel",GRP,Germany,145,2020,2.59,7.65,Nautique power boats,EUR,European
599000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,45,2014,4.11,13.69,Jeanneau power boats,EUR,European
599000.0,Motor Yacht,Used boat,Aluminium,Netherlands,370,2020,3.1,10.7,Delta Powerboats power boats,EUR,European
599000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,96,2011,4.51,13.96,Sealine power boats,EUR,European
598000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,45,1994,5.15,18.9,Neptunus power boats,EUR,European
595000.0,Motor Yacht,Used boat,GRP,France,71,2006,1.37,14.63,Rizzardi power boats,EUR,European
595000.0,Motor Yacht,Used boat,Steel,Netherlands,77,2008,4.22,13.0,Azimut power boats,EUR,European
595000.0,Motor Yacht,Used boat,GRP,Netherlands,144,2013,4.16,13.36,Jeanneau power boats,EUR,European
595000.0,Hardtop,"Used boat,Diesel",GRP,Italy,46,2018,3.84,11.43,Jeanneau power boats,EUR,European
595000.0,Motor Yacht,"Used boat,Diesel",GRP,Spain,62,2006,4.01,14.34,Fairline power boats,EUR,European
595000.0,Flybridge,"Used boat,Diesel",PVC,Spain,96,2001,4.06,14.63,Grand Banks power boats,EUR,European
590000.0,Flybridge,"Used boat,Diesel",PVC,Spain,47,2011,4.25,13.88,BÃ©nÃ©teau power boats,EUR,European
590000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,53,2004,4.54,16.21,Sunseeker power boats,EUR,European
590000.0,Flybridge,"Used boat,Diesel",GRP,Croatia,57,2009,4.2,13.3,Marquis power boats,EUR,European
590000.0,Motor Yacht,"Used boat,Diesel",GRP,France,236,2016,3.6,10.86,De Boarnstream power boats,EUR,European
590000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,66,2005,4.57,15.85,Sealine power boats,EUR,European
590000.0,Flybridge,Diesel,GRP,Montenegro,161,2013,4.16,11.79,Galeon power boats,EUR,Not European
590000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,231,2006,4.6,17.04,Sunseeker power boats,EUR,European
590000.0,Hardtop,"Used boat,Diesel",PVC,Spain,53,2003,4.56,14.9,Carnevali power boats,EUR,European
590000.0,Motor Yacht,"Used boat,Diesel",GRP,France,46,2016,3.85,11.5,BÃ©nÃ©teau power boats,EUR,European
590000.0,Flybridge,Used boat,GRP,Netherlands,23,2003,4.65,16.45,Astondoa power boats,EUR,European
590000.0,Trawler,"Used boat,Diesel",GRP,Italy,95,2008,4.22,13.37,Azimut power boats,EUR,European
590000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,126,2008,4.35,14.5,Fairline power boats,EUR,European
